timestamp,pitch,yaw
0,97.24405991398275,90.13079520674412
0,96.60363520083084,90.15070853224941
0,96.12890425028546,90.15182564958471
0,95.39213425152418,90.20104891529884
0,95.19149138691719,90.25718211728008
0,95.07953988728795,90.2491753075731
0,94.7059867256894,90.27995827160012
0,94.51273916210064,90.3098122681287
0,93.61267440690793,90.25905912535856
0,93.35648587255577,90.29261490195034
0,93.02380229852608,90.163961029983
0,93.22686520439258,90.21117071631711
0,93.17004486037129,90.2250501672211
0,93.34913346618102,90.44066037233134
0,93.64839684679723,90.97915398681478
0,93.19775371036057,91.94532491862776
0,93.82882965597061,93.14261353683256
0,94.10610968857857,94.38584371940236
0,94.82243002634824,95.6618537519049
0,95.51509014414594,96.81322285537932
0,95.80476922872934,98.01462163806404
0,96.7871502142686,99.1404249328036
0,97.19843191322568,100.30829646451433
0,97.47432090198438,101.08215624720582
0,97.67202187423533,100.94834975669053
0,97.14548995046498,99.85266018175182
0,96.0667363090344,97.70828818225307
0,95.68006942271933,95.02684628343519
0,94.71962143513346,92.46087240640877
0,94.83896702082279,89.86466769729061
0,94.1636733494082,87.24989399752067
0,93.0385226301333,84.61670138207879
0,92.27334298575485,81.98420775251047
0,91.55490754878909,79.56836435207555
0,90.92910916901275,77.7625970938876
0,90.53792401698242,76.69722712117554
0,90.18450836340807,76.54945193940807
0,89.40253530799902,77.07093208062744
0,88.13205293401744,77.53718178194512
0,88.00662322501512,78.16284094412036
0,87.40946442502128,78.83457911790362
0,86.90106006875959,79.62184652159118
0,86.21383818078118,80.47295012072401
0,85.53807976982056,81.30576698583042
0,85.049580843476,82.21132483452936
0,83.91977560863167,82.87425111149417
0,83.24949843343992,83.382683541324
0,83.35716812739554,83.75818085743512
0,83.04970006277622,84.0933426322684
0,82.82823007126687,84.38212983076318
0,82.40269753754286,84.5712303158637
0,82.31550931611203,84.68174369228915
0,82.04509382232021,84.79129533868579
0,82.472445596789,84.76299260698407
0,82.83436896841728,84.63223674997224
0,82.94842897495965,84.55458851775721
0,83.28788984104136,84.5508804822911
0,83.47974804162862,84.52784296956791
0,83.29423062785943,84.55994439856372
0,83.96444234451286,84.53297477704214
0,84.64952828533976,84.57609724183723
0,84.64901165421665,84.64372556222347
0,85.09454293841426,84.59654704842627
0,85.57908214416832,84.66730661379826
0,85.95856207450953,84.75845837271798
0,87.35534920140036,84.81879070531498
0,87.92616413788835,84.9121552181261
0,88.32991498085,84.87706810313095
0,86.9367135892964,84.86513121586853
0,87.24611738125073,84.91744308060225
0,87.88580858455724,84.92579550194829
0,89.5336917611329,84.92055856252392
0,89.12290325480848,85.11590936277722
0,89.25942791447558,85.19695781190796
0,89.58398610995204,85.2759953436115
0,89.14380507555738,85.39508030356073
0,88.6641621825266,85.48453824376703
0,88.60065055977238,85.69270952932642
0,88.86566407468345,85.86093916937618
0,88.05364441031409,85.99042857049643
0,88.27417533790693,86.05216539439772
0,87.89689660222052,86.14224317378903
0,88.39201130275147,86.06641558032207
0,88.8112470883987,86.18716473970103
0,90.10920745922074,86.46285703151537
0,90.29258568838969,86.94047287282335
0,91.29037626837031,87.81583715796872
0,91.08066169724604,88.7698990236281
0,92.70190045914131,90.54856508426334
0,93.58515314328642,92.48481617114436
0,93.30840915036275,94.29293476424634
0,95.16241142221783,96.18577288361377
0,94.59631643562487,97.34072707785312
0,95.44465723441714,98.89916507651998
0,95.58037053156335,98.6908171904607
0,95.00030224240871,97.72874919119282
0,96.72497768169353,95.82894871465214
0,97.1603988427683,93.67841936476779
0,96.85677219469316,90.87210164180493
0,96.1108160990531,88.02258393078094
0,95.01212228823897,85.51092427432638
0,95.01286947476841,83.0411657259524
0,95.20562003783047,81.5563061738815
0,93.46821744664076,79.67095281134834
0,92.95855279796216,79.3391373963273
0,93.03463058433726,79.76595419269447
0,92.51408751041077,80.64843983230112
0,91.94255853051008,81.67929270742019
0,92.11287554060439,82.646885269494
0,90.83716298022593,83.69924111082354
0,90.00662068752419,84.51359270933835
0,89.78712307604432,85.26580486415241
0,88.87287663651269,85.87077317401798
0,87.38652763595844,86.4252254839735
0,86.46671422675857,87.14110483967656
0,85.4018027056926,87.77271500612702
0,84.72198829453122,88.43197767309846
0,84.40185237819693,89.14612111311457
0,84.39178152411475,89.63276265480756
0,84.31546133675735,89.98225476293837
0,84.58277851151314,90.51154664483323
0,85.079010875808,90.94707127936209
0,84.8174251208134,91.30703991055309
0,85.19364440096199,91.53581643753054
0,85.41030550231015,91.62861752426667
0,86.1928429931202,91.73664896369941
0,86.06702537416083,91.72035167883126
0,87.79636654350783,91.76453951433056
0,88.32358108787005,91.84817012442151
0,86.91170127043877,91.75371841250076
0,88.05405373139104,91.73159175662698
0,87.10160313126804,91.62507397058944
0,86.04710744873405,91.4116532046753
0,85.53529620456962,91.20838682436941
0,86.5117718439082,90.94217163442536
0,87.39285438976732,90.612936763589
