timestamp,pitch,yaw
33,93.33949003095096,89.90824775837476
66,96.74005741000956,89.84238280990836
100,100.13688131218949,89.77294640800842
133,103.42818842257905,89.6051967152892
166,106.89430472544909,89.30752003553779
200,110.38325804986297,89.01832324042348
233,113.89301087633066,88.70758129787903
266,117.41087320003852,88.33986769106943
300,120.98214887179621,88.05772452786891
333,124.54103991818236,87.72876055400698
367,124.75074377822311,87.530185596513
400,124.88308096848839,87.51550407850797
433,124.94927344265237,87.66018193391527
467,125.07810286730074,87.91423751187926
500,124.96379020778716,88.3096448249705
533,124.93182684507842,88.76687742663796
567,124.83606238532042,89.30785274768091
600,124.80430108046576,90.01348160278245
633,124.65729642754513,90.70585908472745
667,124.55632148918826,91.41286056398054
700,124.25238671512462,92.17237373695009
734,124.02409603040945,92.77505394641808
767,123.83829569686216,93.06146858452362
800,123.61376993676127,93.52024274680647
834,123.69745197447855,94.3557702594222
867,123.69546672645488,95.19393914254012
900,123.67138890451736,96.06664169692262
934,123.57315824166285,96.96859566257706
967,123.3043549630452,97.78077454637008
1001,123.05030788066907,98.7129271494482
1034,122.97830068018393,99.5980316374208
1067,122.99173313112516,100.51343334373746
1101,122.81721777114512,101.38580008877648
1134,122.64343509446365,102.20800624438388
1167,122.53704704338399,102.92382064484602
1201,122.27836890957907,103.19417403435043
1234,122.13115483147052,103.90624065590622
1267,122.04279796329777,103.96631216309791
1301,121.93949084491766,104.59618019314942
1334,121.74139112970175,105.15865569538667
1368,121.62832908287125,105.76144468961537
1401,121.34660676358575,106.42696616804662
1434,121.13423670612332,107.303678852386
1468,121.04306034978674,108.01172688944055
1501,120.5468953340998,108.74730357145106
1534,105.29587922081329,96.59601513513049
1568,91.52359483206833,85.12141106718065
1601,79.07172186103554,75.30932923932451
1634,68.11238905309271,65.92611508280304
1668,67.90018529005367,66.70169158428118
1701,67.57403651455651,67.41894480500005
1735,67.19479293147252,68.02953343341404
1768,66.87114149285497,68.73278645290205
1801,66.54717185436138,69.37755391778708
1835,66.34236210579019,69.57059538327788
1868,80.91042876367594,82.93734434175967
1901,93.97756237205299,95.18086171197137
1935,105.76193194892727,106.15435090135239
1968,116.25417959735435,116.17648237833322
2002,116.01279118726907,115.98233053107549
2035,115.79707524073514,115.30584551366492
2068,115.6853900150619,114.53468103943536
2102,115.62247620176164,113.6494963565543
2135,115.4934109931589,112.843112590415
2168,115.3886680681152,112.11213072153991
2202,115.37402950908943,111.23230154276071
2235,115.3541936779212,110.26314765106228
2268,115.30257173507876,109.20328934641236
2302,115.31169832177969,108.07383351070689
2335,115.42115195523701,106.73111718591986
2369,115.59590534691608,105.70345425443334
2402,115.71793837593849,104.47298225984687
2435,115.98454478389566,103.03846314651264
2469,116.3666909553957,101.41425271221503
2502,116.73008545482199,99.70019060078646
2535,117.32446889700466,97.84406540394858
2569,117.98518907847662,95.86485731776862
2602,118.7700493562592,93.38128456092613
2635,119.51287518885295,90.63970152182405
2669,120.3976947183881,87.56497759680657
2702,121.30125129449979,84.2459026656294
2736,122.20912388124319,81.12523770370598
2769,123.01091062713314,78.05485712031245
2802,123.7247030375949,74.95568925979282
2836,124.18873009870929,72.65313404384233
2869,124.74467445006033,70.05125049857695
2902,125.17721248250406,67.17964980138528
2936,125.44151508700357,65.30445708112423
2969,125.76550268093057,63.189806874737435
3003,126.08822679128674,61.463037466543305
3036,126.23925099706044,60.08543666342175
3069,126.51435592570245,58.8471629435909
3103,126.93435347807056,57.692027250724095
3136,127.38325700421203,56.355954180757394
3169,128.03005254609246,54.294217909318945
3203,128.42023187207155,53.05732812583307
3236,128.8767386761429,52.08061994525263
3269,129.3192756426776,50.805410161198786
3303,129.9600734703092,50.37150511035708
3336,130.45874705037073,49.965546332171456
3370,131.0450099071652,49.598283277178176
3403,131.58952404144685,49.23236850779083
3436,130.7433214614534,49.07473032045343
3470,133.06200521072185,51.01540377738613
3503,132.93945787120654,51.76149307725943
3536,132.94029295408683,52.48515590461096
3570,133.05950097846164,52.62219405754859
3603,115.68146288097364,51.59246013493811
3636,99.81150328969949,50.361609700431956
3670,85.46250497000644,49.42152690164606
3703,72.58233229506557,48.573128272900064
3737,60.92917917936232,47.72865980940925
3770,62.60316368853326,49.42714651211291
3803,60.94963675990398,49.77485923967993
3837,61.69810208285038,51.58033022266747
3870,62.210336207506344,53.623775381117724
3903,51.80261968926643,52.33711468902014
3937,59.92830781818596,52.365622625872994
3970,65.50362332446473,52.2883063767795
4004,68.9344113209882,52.095636709144756
4037,70.58722068589003,51.82822572839488
4070,70.78673184680757,51.5027159828454
4104,58.88812065329772,48.542827401190934
4137,58.70190542510818,48.9656423030627
4170,58.70615034195455,48.930263223167
4204,58.85328051861036,48.09072609021378
4237,69.76161233040678,50.963451174486885
4270,67.96571306629274,51.10081752594022
4304,78.67176017015467,53.36057531020565
